UNIQUE°,ID° ,NAME,INSCRIPTION,LONGITUDE,LATITUDE,HECTARES,CATEGORIE,PAYS,REGIONS
376,331,Médina de Marrakech,1985,-7.9866700000,31.6313900000,1107.0000,Cultural,Maroc,États arabes
515,444,Ksar d'Aït-Ben-Haddou,1987,-7.1288900000,31.0472200000,3.0300,Cultural,Maroc,États arabes
888,753,Médina d’Essaouira (ancienne Mogador),2001,-9.7694400000,31.5166700000,30.0000,Cultural,Maroc,États arabes
937,793,Ville historique de Meknès,1996,-5.5583300000,33.8833300000,0.0000,Cultural,Maroc,États arabes
1625,836,Site archéologique de Volubilis,1997,-5.5569400000,34.0738900000,42.0000,Cultural,Maroc,États arabes
986,837,Médina de Tétouan (ancienne Titawin),1997,-5.3666700000,35.5708300000,6.5000,Cultural,Maroc,États arabes
1234,1058,Ville portugaise de Mazagan (El Jadida),2004,-8.5019400000,33.2566700000,7.5000,Cultural,Maroc,États arabes
1825,1401,"Rabat, capitale moderne et ville historique : un patrimoine en partage",2012,-6.8227777778,34.0241666667,348.5900,Cultural,Maroc,États arabes
709,599,Île de Mozambique,1991,40.7358300000,-15.0341700000,0.0000,Cultural,Mozambique,Afrique
1987,1444,Anciennes cités pyu,2014,95.8186111111,22.4700000000,5809.0000,Cultural,Myanmar,Asie et pacifique
1432,1255,Twyfelfontein ou /Ui-//aes,2007,14.3725833333,-20.5955833333,57.4269,Cultural,Namibie,Afrique
1915,1430,Erg du Namib,2013,15.4077777778,-24.8852777778,3077700.0000,Natural,Namibie,Afrique
132,120,Parc national de Sagarmatha,1979,86.9130600000,27.9652800000,124400.0000,Natural,Népal,Asie et pacifique
1448,121,Vallée de Kathmandu,1979,85.3085800000,27.7039500000,167.3700,Cultural,Népal,Asie et pacifique
318,284,Parc national de Chitwan,1984,84.3333300000,27.5000000000,93200.0000,Natural,Népal,Asie et pacifique
788,666,"Lumbini, lieu de naissance du Bouddha",1997,83.2761100000,27.4688900000,1.9500,Cultural,Népal,Asie et pacifique
872,739,Schokland et ses environs,1995,5.7716666670,52.6386111100,1306.0000,Cultural,Pays-Bas,Europe et Amérique du nord
894,759,Ligne de défense d'Amsterdam,1996,4.8930555560,52.3744444400,14953.3000,Cultural,Pays-Bas,Europe et Amérique du nord
966,818,Réseau des moulins de Kinderdijk-Elshout,1997,4.6494444440,51.8825000000,0.0000,Cultural,Pays-Bas,Europe et Amérique du nord
967,819,"Zone historique de Willemstad, centre ville et port, Curaçao",1997,-68.9022200000,12.1019400000,86.0000,Cultural,Pays-Bas,Europe et Amérique du nord
1018,867,Ir. D.F. Woudagemaal (station de pompage à la vapeur de D.F. Wouda),1998,5.6788900000,52.8458300000,7.3200,Cultural,Pays-Bas,Europe et Amérique du nord
1051,899,Droogmakerij de Beemster (Polder de Beemster),1999,4.9111111110,52.5488888900,0.0000,Cultural,Pays-Bas,Europe et Amérique du nord
1129,965,Rietveld Schröderhuis (Maison Schröder de Rietveld),2000,5.1472222220,52.0852777800,0.0000,Cultural,Pays-Bas,Europe et Amérique du nord
1666,1349,Zone des canaux concentriques du 17e siècle à l'intérieur du Singelgracht à Amsterdam,2010,4.8877777778,52.3650000000,198.2000,Cultural,Pays-Bas,Europe et Amérique du nord
1984,1441,Usine Van Nelle,2014,4.4183333333,51.9233333333,6.9400,Cultural,Pays-Bas,Europe et Amérique du nord
487,421,Parc national de Tongariro,1990,175.5622222000,-39.2908333300,79596.0000,Mixed,Nouvelle-Zélande,Asie et pacifique
648,551,Te Wahipounamu – zone sud-ouest de la Nouvelle-Zélande,1990,167.3196111000,-45.0360277800,2600000.0000,Natural,Nouvelle-Zélande,Asie et pacifique
1029,877,Îles sub-antarctiques de Nouvelle-Zélande,1998,166.1044444000,-50.7500000000,76458.0000,Natural,Nouvelle-Zélande,Asie et pacifique
728,613,Ruines de León Viejo,2000,-86.6102800000,12.3972200000,31.8700,Cultural,Nicaragua,Amérique latine et Caraïbes
1789,1236,Cathédrale de León,2011,-86.8780555556,12.4350000000,0.7700,Cultural,Nicaragua,Amérique latine et Caraïbes
678,573,Réserves naturelles de l'Aïr et du Ténéré,1991,9.0000000000,18.0000000000,7736000.0000,Natural,Niger,Afrique
883,749,Parc national du W du Niger,1996,2.3500000000,12.3500000000,220000.0000,Natural,Niger,Afrique
1905,1268,Centre historique d’Agadez,2013,7.9913888889,16.9736111111,77.6000,Cultural,Niger,Afrique
1093,938,Paysage culturel de Sukur,1999,13.5719400000,10.7405600000,764.4000,Cultural,Nigéria,Afrique
1298,1118,Forêt sacrée d’Osun-Oshogbo,2005,4.5522200000,7.7555600000,75.0000,Cultural,Nigéria,Afrique
1667,55,Ville minière de Røros et la Circonférence,1980,11.3855555556,62.5738888889,,Cultural,Norvège,Europe et Amérique du nord
62,58,« Stavkirke » d’Urnes,1979,7.3333300000,61.3000000000,0.0000,Cultural,Norvège,Europe et Amérique du nord
63,59,Quartier de « Bryggen » dans la ville de Bergen,1979,5.3230600000,60.3972200000,0.0000,Cultural,Norvège,Europe et Amérique du nord
403,352,Art rupestre d’Alta,1985,23.1833300000,69.9500000000,0.0000,Cultural,Norvège,Europe et Amérique du nord
1324,1143,Vegaøyan – Archipel de Vega,2004,11.7500000000,65.6166700000,103710.0000,Cultural,Norvège,Europe et Amérique du nord
1372,1195,Fjords de l’Ouest de la Norvège – Geirangerfjord et Nærøyfjord,2005,7.1666700000,62.1166700000,0.0000,Natural,Norvège,Europe et Amérique du nord
2047,1486,Site du patrimoine industriel de Rjukan-Notodden,2015,8.5936111111,59.8786111111,4959.5000,Cultural,Norvège,Europe et Amérique du nord
502,433,Fort de Bahla,1987,57.3011100000,22.9641700000,0.0000,Cultural,Oman,États arabes
503,434,"Sites archéologiques de Bat, Al-Khutm et Al-Ayn",1988,56.7450000000,23.2698600000,0.0000,Cultural,Oman,États arabes
1180,1010,Terre de l’encens,2000,53.6475900000,18.2533300000,849.8800,Cultural,Oman,États arabes
1384,1207,Systèmes d’irrigation <i>aflaj</i> d’Oman,2006,57.5360555555,22.9988888889,1455.9490,Cultural,Oman,États arabes
151,138,Ruines archéologiques de Mohenjo Daro,1980,68.1388888900,27.3291666700,240.0000,Cultural,Pakistan,Asie et pacifique
153,139,Taxila,1980,72.8875000000,33.7791666700,0.0000,Cultural,Pakistan,Asie et pacifique
154,140,Ruines bouddhiques de Takht-i-Bahi et vestiges de Sahr-i-Bahlol,1980,71.9458333300,34.3208333300,0.0000,Cultural,Pakistan,Asie et pacifique
158,143,"Monuments historiques à Makli, Thatta ",1981,67.9000000000,24.7666666700,0.0000,Cultural,Pakistan,Asie et pacifique
189,171,Fort et jardins de Shalimar à Lahore,1981,74.3097222200,31.5902777800,0.0000,Cultural,Pakistan,Asie et pacifique
693,586,Fort de Rohtas,1997,73.5888888900,32.9625000000,0.0000,Cultural,Pakistan,Asie et pacifique
1801,1386,Lagon sud des îles Chelbacheb,2012,134.3525000000,7.2469250000,100200.0000,Mixed,Palaos,Asie et pacifique
1922,1433,"Lieu de naissance de Jésus : l’église de la Nativité et la route de pèlerinage, Bethléem",2012,35.2075000000,31.7043527778,2.9800,Cultural,Palestine,États arabes
2012,1492,"Palestine : terre des oliviers et des vignes – Paysage culturel du sud de Jérusalem, Battir",2014,35.1305555556,31.7197222222,348.8300,Cultural,Palestine,États arabes
148,135,"Fortifications de la côte caraïbe du Panama : Portobelo, San Lorenzo",1980,-79.6558333300,9.5538888890,0.0000,Cultural,Panama,Amérique latine et Caraïbes
177,159,Parc national du Darien,1981,-77.5472222200,7.7361111110,579000.0000,Natural,Panama,Amérique latine et Caraïbes
934,790,Site archéologique de Panamá Viejo et district historique de Panamá,1997,-79.5405555600,8.9511111110,57.4000,Cultural,Panama,Amérique latine et Caraïbes
1319,1138,Parc national de Coiba et sa zone spéciale de protection marine,2005,-81.7660000000,7.4330000000,270125.0000,Natural,Panama,Amérique latine et Caraïbes
1546,887,Ancien site agricole de Kuk,2008,144.3317222222,-5.7837111111,116.0000,Cultural,Papouasie-Nouvelle-Guinée,Asie et pacifique
768,648,Missions jésuites de la Santísima Trinidad de Paraná et Jesús de Tavarangue,1993,-55.7000000000,-27.1333300000,27.8800,Cultural,Paraguay,Amérique latine et Caraïbes
304,273,Ville de Cuzco,1983,-71.9833300000,-13.5222200000,142.4800,Cultural,Pérou,Amérique latine et Caraïbes
305,274,Sanctuaire historique de Machu Picchu,1983,-72.5833333300,-13.1166666700,38160.8700,Mixed,Pérou,Amérique latine et Caraïbes
375,330,Site archéologique de Chavin,1985,-77.1784535027,-9.5927725444,14.7900,Cultural,Pérou,Amérique latine et Caraïbes
379,333,Parc national de Huascarán,1985,-77.4000000000,-9.3333300000,340000.0000,Natural,Pérou,Amérique latine et Caraïbes
419,366,Zone archéologique de Chan Chan,1986,-79.0833300000,-8.1000000000,1414.5700,Cultural,Pérou,Amérique latine et Caraïbes
1705,402,Parc national de Manú,1987,-71.7500000000,-12.2500000000,1716295.2200,Natural,Pérou,Amérique latine et Caraïbes
583,500,Centre historique de Lima,1988,-77.0430600000,-12.0513900000,259.3600,Cultural,Pérou,Amérique latine et Caraïbes
644,548,Parc national Río Abiseo,1990,-77.2500000000,-7.7500000000,272407.9500,Mixed,Pérou,Amérique latine et Caraïbes
